리뷰,별점
무협영화 좋아하시면 꼭 보세요^^,10
영화 진짜 OO 개연성없고 보는데 진짜 머리아파요 영화가 왜이래요 이래도 되는거 맞아요 영화가? 내가 영화감독해도 이거보단 더 잘 만들겠다 진심으로 프레디 머리 아파요 진짜 보지마세요 머리아파요 진짜로,1
"마인드헌터, 조디악이 떠오르게 하는 수작! 리들리 스콧 제작 영화는 믿고 봐야함ㅋㅋㅋ",10
"엄마가 사랑하는 엄마, 엄마를 사랑했던 남자, 엄마가 사랑했던 고양이, 그리고 엄마를 세상에서 가장 사랑했던 한 사람.",8
신고,8
2006년 개봉당시엔 앤헤서웨이 입장에서 몰입해서 참 재밌게 봤는데 17년이 지나고 다시 보니 어린 그녀에게 감정이입이 잘 되지않는 걸 보고 나이가 들었나 꼰대가 된 건가 싶어짐...,6
끝까지 눈을 못 떼게 하네요. 하지만 마지막에 뭐지?,10
영화 재밌게 잘 봤습니다,10
신고,9
신구와 향기만 남은 영화,5
김인권의 장점이 살아있는 영화,7
돈낭비. 재미없음. 보지마셈.,1
일본이기에 더 이해가 되는 상상력이 재미있었음,10
처음엔 신선 후반부 무한 드라이브..그냥 질질끌다 후반에 몰아 치는게 낫지너의 이름은 급은 절대 아닙니다.ost 가 넘 별로네요.,5
색다른 납치 공포영화였다. 너무나 신선하고 짜릿했다!,10
신고,10
"빈틈없는 작품. 빈틈없는 연기, 빈틈없는 스토리, 빈틈 없는 연출!",10
시대에 변화와 흐름에 스며들지 못한 사람들. 그래도 이 완성된 그림의 중요한 일부분이다.,7
노래 좋고 악어 귀엽고 상영관은 적었다,8
우정인가 사랑인가 꼭 하나로 정의할 필요는 없겠지?,8
단순히 재미로 보러갔다가 울면서 나옴..,10
다들 연기는 잘 하는데 스토리는 별로,7
악당이 너무 임팩트가 없네요.. 전체적인 스토리도 너무 부실합니다.,6
오 생각했던것보다 재밌었어요..ㅎ추천 드려요,7
어릴 때 보면 좋을 밝고 가벼운 스토리 ..캐릭터의 묘사도 가벼운 ...영화의 인과 관계 및 캐릭터들의 성격도 가벼운 ....아.... DC ...,4
참 여러번 생각에 잠기게하는 대작이였어요.,10
신선하긴 했지만 매력도가 좀 적다,8
믿기지 않겠지만 고대 북유럽 쪽 흔히 있던 풍습 인신공양 축제시 성행위 곰토템 마약성 물질흡입 이런것들이 현대종교의 원시적인 근원들이었음 현대인들이 보기에 괴기 공포스럽지만,10
항상 굉장했지만 타르의 블란쳇은 그것보다 더 굉장하다,8
후유증 지림ㅠㅠㅠ또 보고싶음진짜 쇼타 존잘 고양이 귀여웡ㅠㅠ,10
신고,7
노래듣다가  감동받아 눈물이 주르륵아들같은 예쁜 임영웅의모습을보니정말좋았어요  한결같은 목소리로 노래부르는영웅님을보니  행복가득시간가는줄모르고  영화 콘서트를 봤어요,10
그냥 킬링타임용으로 볼만했던거 같음..,6
개인적으로 개연성 없다고 말하는 분들은 영화 집중해서 안 보신 거 같네요저게 왜 저렇게 되지 하는 부분들은 대사 하나하나에 의미가 들어있고마지막에 다 이해가 될 정도입니다 날씨의 아이보단 좋았고 너의 이름은 보단 조금 아쉬웠습니다!,9
히어로 무비에서 캐릭터의 매력이 없다면 심각한 문제.,4
가볍고 유치한 것이 매력인 시리즈,7
내가 1점을  준 이유는 0점을 줄 수 없기 때문이다.,1
배우들의 연기만으로도 쫄깃하다,10
39살 남편이 낄낄대고 봤어욬ㅋㅋㅋ8살 딸도 집중해서 재밌다고 봤고저도 재밌게 봤습니다^.^진짜 1년만에 아이들영화중 제일 볼만했던것 같아요~ 가족영화로 추천 합니다..! 강츄,10
황제성 여기도 나오네 폼 미쳤다,6
에세이가 강렬하게 각인된다,8
모든 재앙은 이렇게 멍청한 ㄴ들의 호기심에서 시작되지!,2
이런 참신한 상상속의 내용 좋아요 나만그럼?,10
같은 성별의 혐성 천재를 보는게 이렇게 즐거운 일일 줄이야.,7
저런못된인간은 학살을하고도 말년까지 제대로된 죗값도안치르고 편안하게 살다가 죽었지.5.18희생유가족들의 고통이나 슬픔은 헤아릴수가없지만.당사자들은 얼마나힘들게살았을지.자기지역에서 일어난게 아니라 모르는 다른지역에서는 제대로 이해못할것인데ㅠ 욕하지나마라.,10
넷플로 이제봤는데 뭔가 웃기면서 아련하고 눈물도 나고 진짜 잘봤어요 마지막엔 폭풍눈물ㅠㅜ 근데 이게왜 28만명밖에 안봤는지 진짜 안타깝네요ㅜㅜ,10
그냥 등장인물들이 화려하지 않아도 좋았던 ...,8
울고 웃고 때론 밉고 어느새 보고 싶고...언제나 그리운 사람이 내겐 있을까..,7
다름과 틀림의 차이를 보여주는 영화 재미도 있었지만 아이들에게 교훈적인 내용도 있어서 좋았습니다~,10
스릴러 하면 리들리스콧! 기대보다 더 쫀쫀한 스토리와 연출이라 너무 재밌게 봄!,10
김래원 배우님~  굿입니다.,10
몇 번을 봐도 감동이 희석되지 않음,10
"개연성도 없고,,,그냥 국뽕+여주인공 억빠영화. 이하늬, 설경구 아니었으면 누가 봤을까나 싶은 스토리",5
알바가 진짜 심하긴하구나,1
배우들의 탄탄한 연기에 감탄하면서 보았습니다!,10
"원작보다 더 공감되는 두 사람의 감정, 친구사이의 엇갈리는 지점들에서 더 빛나는 배우들의 연기",8
최악. 난 일본이 이런 영화를 만들었다는게 너무 실망. 그냥 애니 3편을 편집도 없이 나열만 함.,1
"액션이 아쉽다!내용은 재밌다! 한번은 재밌고,두번은 못본다!",7
딸 반응으로 본 별점은 7개입니다초반엔 관심 중반은 지루 막판 클라이맥스는 다시 관심이었습니다. 바로 전에 본 장화신은 고양이나 라일라일 크로커다일보단 좀 떨어졌습니다.,7
뉴욕치즈버거가 더 여운이 남았다,1
신고,10
돌비시네마와 4DX로 관람했는데 액션 가족영화로 좋은것 같아요,9
진짜 생각보다 재밌고 스토리가 쫀쫀한 느낌...! 실화 사건이라서 놀라고 연출과 연기에 또 한 번 놀랐다,9
확실한건 1편보다는 잼있음근데 그게 끝임,6
두 번보니까 더 재미있는 영화 주연 말고 다이진에 더 집중해서 볼 수 있었는데 너무 슬펐음.. 근데 자꾸 지브리가 생각나는건 어쩔 수 없나봄,8
지나칠 수 없는 마음과 그냥 사라지지 않는 앙금에 대해.,7
재밌다 재밋ㅇㅅ네.재밌엇다,10
아임 히어로 더 파이널감동입니다 콘서트에 온 듯한 연출  영상미 음향다 좋습니다 임영웅 최고가수 멋집니다,10
"평점 테러가 있는것 같네요 아마 자국영화가 리메이크판보다 못했으면 하는 분일듯한데, 원작은 원작대로 느낌이 있고 리메이크작은 나라또는 현 정서에 맞게 만들어졌다고 생각됩니다...당시 중국영화가 이렇게나 잘만들었다고?? 생각한적이 있을정도로 잘만들었다고 느꼈었죠, 둘다본 저로써는 익숙한 배우분들 때문인지 더 따뜻하게 봤습니다",10
실화 소재라서 흥미로웠고 소름 돋았음 화성처럼 완전히 해결되면 좋겠다..,10
내용을 이해하고 기억해야될 영화,10
"처음엔 연기가 좋았는데, 영화 결론 진짜 너무 좋았음",10
신고,10
부질 없는 이 세상...,10
"워,,, 분위기 뒤집어진다,,,기자의 시선으로 연출되는게 재미있음",10
배우들의 탄탄한 연기로 시종일관 집중하게 만드는 웰메이드 스릴러 드라마,10
역시 믿고 보는 리들리 스콧..,10
예고편과 기대했던 것보다 재밌게 잘 봤습니다.,7
몰입감 대박!! 이런 영화 많아져야함!!,10
마지막에 눈물흘리면서 봄.. 다 좋았는데 남주 그렇게 잘생기게 그려놓고 영화 80%를 의자로만 만들어놓은게 아쉽다.. 그래도 재밌었음!,10
"좁고 푸른 수조 속에서, 너와 나 둘만 느끼는 오묘한 뭉뭉거림",8
당시의 시대상을 스릴러 요소와 잘 녹아낸 느낌. 키이라 나이틀리 연기는 역시 여전히 좋다...,10
일단 리들리 스콧이 만들어낸 여캐를 키이라 나이틀리가 연기한다는 것만으로도 볼 이유 MAX.... 미국판 살인의 추억 아주 굿,10
재미는 있는데 고양이 변덕은 이해가 잘 안감,8
그럼에도 사랑해 마지 않을,9
묵직한 스릴러네요. 배우들 연기도 탄탄하고 시대상도 잘 드러나서 흥미롭네요.,10
디플 공개되자마자 봤는데 너무 좋음 ㅠ 그 당시 시대상 누구도 지지하지 않았던 상황일텐데 끝까지 포기하지 않고 사건 취재를 나서는 두 여성에 감동 또 감동 ㅠㅠㅠ.. 지금 우리에게도 강렬한 멘시지를 주는 영화. 꼭 봐야할 영화.,10
해방...ㅠㅠ두번보세요 두고두고보세요,10
2023년에 보는데 평점이 하나도 없네용 ㅎㅎㅎ 케이티 홈즈 리즈시절이네요 그때 그 시절 갬성 생각하고 보니 재밌어요 ㅎㅎㅎ 대통령 역할 맡으신 분 누군가 했더니 스파이더맨 1 리즈 아부지(악당) 이네요 ㅎㅎㅎ,10
자기 혐오와 타인을 사랑하는 방식에 대해 다룬 이야기.,7
시즌제로 나왔으면 좋겠어요 ㅠㅠ,10
배우들 연기,10
실화를 바탕으로 하고 있어서 그런지 저는 되게 재밌게 봤습니다! 키이라 나이틀리의 연기는 언제나 안정적이네오!!,10
신고,7
하나의 목표 두개의 의도. 밝혀지는 순간 사그라든 긴장감,9
5점은 ost랑 작화에대한 5점이고 스토리는 걍 빵꾸남 금사빠 지림 너의이름은을 따라가지도 못한듯,5
"지진이 일상화 되어 있지만 재난에 대한 두려움, 살고싶은 마음, 그리고 재난으로 가족과 사랑하는 이들을 잃은 아픔을 무겁지 않으나 누구나 깊이 이해할수 있었다. 시간순삭! 재난에 대한 공포와 두려움을 아름다운 영상으로 보여줬다. 강추!",8
다정한 웨이먼드가 좋아서 영화가 따뜻했다다른 우주가 뭐가 필요할까내가 선택한 내 길인데,9
조금은 산만 했지만 상은이가 있어 너무나 아름다운 영화였다,8
전 작보다 개연성이 낮다고 느낄 수 있지만 큰 의미보다 작은 것들이 합쳐서 아름답게 만드는 느낌? 마지막에 ost도 너무 좋네요~!,8
쇼는 계속 되어야 하듯 인생도 원하든 원하지 않든 계속 되어야 한다.,10
"멀티버스 소재의 성공적 사례. 만화적 상상력, SF적 영상미, 쿵푸액션, 철학적 깊이, 보편적 감동까지 갖춘, 근래 들어 본 영화 중 최고!!(재개봉 덕분에 봄. 안봤으면 어쩔뻔. 휴~)",10
울화통이 터지네요...,1
세상은 아름다운 것을 볼 줄 모르는 잔인한 것이다.,9
재밌네요 그림체가 힐링 돠는데 너무 재밌게 봤어요,9
미소와 하은이는 서로의 첫사랑인 것 같아요 펑펑 울었네요 휴지 꼭 챙겨가세요,10
일류가 만든 삼류영화.,7
기대많이했는데 좀 지루했어요..,4
영화가 잔잔하네요~~,8
드래곤볼과 더불어 내 청춘최고의 역작을 활동그림으로 감상하는 그 감동.. 아들이 내 기분을 알까,9
자연의 대재앙앞에 한없이 작아지는 인간이라는 존재와 그 속에서도 한없이 커질수 있는 우리라는 이야기를 하고 싶었던 감독의 상상력이 보는내내 즐거웠음. 다이진의 변덕스러움과 갑자기 급하게 전개되는 후반부 이야기가 약간 아쉬움. 이모의 속마음 씬 이런건 다이진을 다 이해못한상태에서 봤을때 약간 이해가 안됨. 도코부분은 좀더 스펙터클하게 와광쾅 하다가 진정시켜도 좋았을 듯(약스포임),9
신고,10
산만하고 정신없는 영화...감독의 메세지는 알겠으나굳이 볼 필요없음...나는 오히려 미나리나 밀양 기생충은 진짜 재밌게 봤는데 이영화는 머임,3
전편의 성장에서 제자리걸음.,5
반공 영화도 좀 만들어라 맨날 반일 안지겹냐,2
스턴트 액션이 주무기였는데 단순 액션으로 변한 것이 아쉬움이 남는다.,6
"너의 이름은, 날씨아이를 재미있게 봐서 이번에도 스즈메의 문단속 봤는데 예상한거보다 재미있었어요 영화보고 영화해석까지 보니 한번더 보고싶다",10
확실히 감을 찾긴 찾고 있는 느낌,6
스케일은 좀 더 커졌지만 이야기는 재미가 없다,6
웬만한 실사영화보다 더 감동적이고 연출이 뛰어났습니다.벌써 3번째 관람중이에요 ~^^,10
재밋어요 ㅠㅠ 안지루하고 청춘영화 오랜만..,10
성인이 되어보니 많은걸 느끼게 해주는 영화,9
성룡 영화와 견줄 수 있는 스턴트 액션 영화로 가치가 있다,6
감동그자체임 .. 두번봣어요 ㅠ ost도 넘 좋음..,10
울나라 친일핀들은 잘사는데...,10
아련하고 절제된 아름다운 영화,10
스토리는 좀 떨어지지만 영상이 커버쳐주는 느낌!!떡밥회수 많이 떨어짐....하지만 영상이랑 노래는 기가맥힘!,7
배우들의 연기가 좋았습니다.,7
기대 많이안하고 봤는데캐스팅 스토리 배우들 연기감동했어요,10
한지민 배우님 원래 연기 잘하시는거 알고있었지만 요번에 진짜 다시봤네요,10
버려지는 동물들의 실태와 반려견에 관한 관심과 책임에 대해 다시금 깨우치게 해주는 영화.막 웃기고 재밌다기보다  캠페인같기도 하고.반려견 키우는분들이나 반려동물 입양앞두고계신분들은 꼭 한번 보셨으면 좋겠습니다.,8
재밌어요 감동적이고 노래가 좋아오,10
걍 영상미난 말할것도 없는 수준이고 재미있게 잘 봤음 단지 스토리 개연성이 좀 아쉬움,5
괜찮은듯 아닌듯한 영화였습니다.,7
반복되는 질문으로 보는 이의 모든 것을 뒤흔드는 영화. 분노와 위로가 모두 필요한 사람들을 위해서.,10
