리뷰,별점
나쁘진 않지만.. 일본 특유 신을 모시는 문화에 어색함을 느끼는 분이라면 비추합니다. 그러나 영화 자체는 살아가면서 각 짊어져야 할 역할에 대한 무게감 그리고 사명감에 대해서 생각해보는 기회를 갖게합니다.  조금 지루할수 있는 부분을 아름다운 영상미로 극복했어요 ㅎㅎ,8
"일뽕들과 일본인들에겐 감동을 줬겠지만 음.. 이걸보고 울었다는 사람들은 그냥 스치기만해도 우는사람들이거나, 감성적인 사람으로 보이고 싶어하거나.. 그런건지 모르겠지만 감동적인부분도 없고 쥐어짜낸 신파는 개연성이 말아먹고.. 정말 문단속만 하면서 만난지 일주일도 안된 남자를 위해 목숨을 바치는 스즈메의 문단속이네요..",2
그 무한열차를 생각하고 오시면 큰일납니다.애니 여러편을 오프닝 엔딩 스킵없이 두번씩 보는 기분입니다.,2
"아침에 문을 나서면서 ""다녀오겠습니다"" 오후에 집으로 돌아오면서 ""다녀왔습니다""라는 평범한 일상의 소중함",10
세상에...온갖 느와르 다 갖다 붙인 영화.,2
장진혁아 너의 집만 즐겁자고 남의 집은 아사리판 만들어도 되는 거냐,1
중국자본이 들어가면 심오한 스토리도 개그가된다. 영화 보는내내 한숨과 안타까움이.. 중국자본과 입김이 영화에 작용하면 쓰레기만 만들어질 뿐이다. 한심한 영화.,2
세상이 너무 무섭습니다,1
20세기  최고의sf   매드맥스 시리즈 최고명작,10
다이진 볼때마다 눈물이,8
끝을 내야할때 내지 못하면..,1
너의 이름은>>스즈메>날씨의아이,10
전 작 너의 이름에 비해 좀 아쉬웠음 예를 들면 이번엔 신카이 마코토 강점이라 할 수 있는 ost가 임팩트가 약했다,8
카나오탄지로 미츠리삼관관계됨그리고이거 영화가아니라거의이어넣기한. 느낌이네요,2
와 이거 엄청나네.. 원테이크로 찍은것도 좋지만.. 그냥 실제 게릴라전에 가본 기분..  주연배우 스콧 애킨스 나랑 동갑인데 이 나이에 너무 멋진 액션이네!!!,10
영상미 굿 감동은 보통이다.,10
"지진피해 희생자들을 위한, 그리고 남겨진 이들을 위한 애니메이션이라 생각함. 드라마와 애니메이션은 장르가 틀리다는걸 알고 보면 볼만했다.",8
너의 이름은 보다는 조금 못하지만 그래도 충분히 재미와 감동이 있었다.,10
너의 이름은부터 개연성은 조금 부족하다 생각했는데이번작은 그냥 개연성은 밥말아먹은수준왜이렇게 생략되고 뜬금없는 포인트가 이렇게 많은지스토리 전달력이 너무 부족하고 영상미도 글쎄 ? 점점 하락세가 높아지는걸 느낌다음작은 안볼듯 실망치가 너무커서,1
돈 시간 다 아까움.... 개연성 1도 없고 억지 감동만 가득,2
샤말란 영화는 항상 입소문보다 볼만하다,6
ost 들을때마다 울컥울컥하네요..이런 분들이 나라에 계셔서 지금 우리가 있는거지요..이런 영화와 노래는 잊혀져서는 안됀다고 생각합니다,10
신고,10
스토리가...영상미 덕에 2점 줍니다,4
금쪽이 스즈메가 집 나갈 때 문 활짝 열고 나가서 문 닫으러 가는 영화.이모랑 대학생 남학생들은 보살급 인성을 가지고 있음.남는건 영상미와 음악 뿐.우리가 찾았던 '너의 이름은'의 감동은 전혀 볼 수 없다.,4
"어른들도 재밌게 볼 수 있는 탄탄한 스토리 기반의 잘 만들어진 애니메이션 수작이며, OST도 아주 좋았음",9
남자친구가  감독분 나오는 영화는 다 봐서 저는 이 감독님 영화는 처음인데..진짜 재밋어요.왜 1위인지알겟네요..마지막에 너무 슬펏어요.ㅠㅠ,10
스테파니 수 연기력 폼 미쳤다,10
"그냥 이거보고 높은 평점 주는 거 자체가 머리 깨진거임.원래 1점 주려다 작화 때문에 갈리신 분들 때문에 2점 드립니다.작화와 ost 부분은 인정합니다만 작화마저 쓰레기거나 신카이 마코토라는 이름이 없었다면 누구도 관심 없을 듯한 영화입니다.세계관은 꽤나 흥미로웠지만 단지 두 사람의 사랑 얘기를 보조하기 위한 것 , 그 이상 그 이하로밖에 안 느껴졌습니다.이럴거면 차라리 로맨스물로 만들었으면 더 재밌게 봤을것 같습니다.",2
시간 가는 줄 알고 봤습니다.,1
신고,10
브랜든 프레이저의 연기만으로도 만점 줄 영화.,10
너무 지루했어요...,6
"일본의 현실, 우리의 미래.",9
"매일 아침마다 당연하게 인사할 수 있고, 만나는 사람들과 반갑게 웃으며 인사할 수 있는 소중한 ""일상""",8
도무지 발전이 없는 자기복제 작품. 감독은 인문학적 소양과 상상력을 더 키워야 할듯 하다,4
‘12년 전 3월 11일’ 그날의 트라우마를 직시함으로써 ‘저세상’에 있는 사람들에게 안부를 묻고 위로한다.,7
신고,10
잘 봤어요. 재미있어요~,6
박정민이 다했어 ㅋㅋㅋㅋ,8
고마해라 마이무따 아이가...,4
신고,6
"영상미와 OST, 그리고 상실을 경험한 모든 이들에게 주는 위로까지 뭐 하나 빠짐이 없었습니다. 또 보고 싶어지는 영화입니다.",10
그래도 괜챃네요 볼만했어요,7
영상미와 현시대를 재난에 대처하는 마음가짐을 보여주는 영화. 배경음악이 좋아서 관람 후에 여러번 들었습니다. 영화에 몰입하기에 좋은 음악이었어요.,8
2023년 살수대첩은 일어났다….,1
벌써 4번째... 더빙으로만 4번봄 학생때부터 원작 만화 챙겨봐ㅓㅅ 내용은 알지만 알면서도 계속보게되는...,10
신카이 마코토의 이름을 떼고 보면 괜찮은 작품. 그러나 그의 이름을 생각했을 땐 대중성의 늪에 점점 갇혀가는 느낌이 들어 많이 아쉽다.그가 말하길 천공의 성 라퓨타와 같은 서사 작품으로 만들고 싶다 하였으나 이야기의 텐션의 강약 조절과 캐릭터들의 감정 개연성이 매우 빈약하여 억지로 관객을 감동시키려는 작위적인 느낌을 받았다.,4
샤말란 감독이라 기대하고 보면 실망할 수도 있고 그냥 기대없이보면 괜찮음,7
몰입도가 상당히 높은 작품이다.특히 켄타로 배우가 눈에 들어 온다,10
색채랑 그림은 괜찮았는데  스토리가 아쉬워용,7
사운드 영상미 모두 좋았음 사운드로도 타격감이 느껴지는 ㄷ 추가로 고양이 다이진 너무 귀여움 ㅋ,10
역사를 꼭 기억합시다 대한독립만세!,10
이건 무조건 봐야됩니다,10
사골 육수가 아직도 나올거란 생각을..?,4
인간의 기본적인 본성도 파악하지 못하면서 무슨 기생을 하고 남자의마음을 산단 말인가.,8
마지막 장면 좋았다..,10
더 이상 샤말란에게 속지 말아야 할 것 같다. 설정만 대단하지 내용은 텅 비었다. 극단적인 상황만 던져두고 신을 영접했다며 희생하는 결말로 끝? 적당히 하세요! 샤말란 선생.,5
세번 봐도 안아까울 영화 역시 신카이마코토,10
"재난에 관해서 판타지 요소를 잘섞었네요.동물과 사람이 지진 일어나기전 보는 시야가 다른 연출, 다녀오겠습니다,다녀오렴 인사는 있지만 지진으로 인해 다녀왔습니다. 인사가 없는점 재난이 평범한 일상을 단절 시키는듯한 연출 인상 깊었습니다.",10
배우들만 긴장한 영화. 감동도 긴장감도 느껴지지 않았다.,1
"연출이면 연출, 연기면 연기, 스토리면 스토리, 영상미면 영상미, 액션이면 액션. 감동의 도가니!!!",10
일본의 지방소멸을 다룬듯한 느낌이 드는 애니,8
신은 누구를 위한 신인가? 왜 희생을 강요하고 희생을 통해 구원을 얻게 된다는 말같지 않은 논리는 이해하기 힘들다.,1
재미있어요. 잘 봤습니다. 역시 믿고 보는 신카이마코토~,10
"어머니가 포기하셨던 수많은 가능성, 그럼에도 내가 있는 바로 이곳을 선택하는 것에 대하여.",8
전 재미있게 본거같습니다 중간에 뭔내용인지 모르는부분도있었는데 배우들 연기도 너무좋았습니다,8
부동산 사장님 아들이 내가 살 집의 주인이라니! 요절복통. 세입자로서는 난감하고 유쾌한 하루가 시작되는데~,9
재미있어요,8
재미있어요,8
아이가 너무 재미있어했어요. 보는내내 재밌다 재밌다하고. 마지막 쯤 가서는 엄마도 찡해서 눈물이 울컥했어요. 감동에 재미에 아이들과 보기에 너무 좋은 영화로 추천합니다!,10
유연석 배우 연기가  이렇게 어색하다고 느낀건 처음 .,4
반일무새들이 또 친일인척 시작됐다,10
배우가 살린영화인거 같습니다.,7
그애를 안아주지 못한것이 한없이 아프다.,7
신고,10
다이진을 보니 큐베가 그리웠고 치카를 보니 러브라이브 선샤인이 보고싶었다. 소타의 얼음이 사라질 때 하쿠의 비늘이 날아가던 모습이 생각났고 이모와 다투는 막장상황에서는 에어가 생각나 눈물이 났다. 전달하고자 하는 메시지는 알거같고 의도도 좋은데 봉인은 체리가 전문일듯.... 그래도 영상미는 좋았다. 신감독님을 좋아하고 옛날부터 지켜봐왔는데 이번은 좀 많이 아쉽다. 다음 작품은 신박한 것으로 나왔으면....,6
스케일 크고 영상미 좋음,7
다 알면서도 과거 드럽게 못바꿈,8
신고,10
드럽게 노래만 듣다왔네 뭔 놈에 반복재생을 계속 시키냐!!!,2
"이런 감독도 영화를 만든다는게 신기내인생 최악 영화가 세븐틴, 리얼 그 다음이 이제 압꾸정이다",2
"예측 불가능한 재난 재해, 마치 고양이의 모습을 한것과 같이",6
여자 경감은 짤짤이로 경감땄냐? 아~무~ 능력이 없다..저런 한심한 캐릭터는 살다살다 처음 본다. 내용 전개가.. 후반가면..정말 눈뜨고 볼 수 없는 지경에 이른다..관객은 알아서 느낀다..가르칠려고 뭔 공허한 대사를 그리도 끊임없이 주절대는지..,1
신고,10
졸작… 판을 그렇게 벌일 일도 아닌데 그냥 억지스럽게 설정하고 끌고가고 결말도 반전 주려고 억지스럽게 노력한 느낌 다 보고 나서 그래서 이게 무슨 판인지 복기해보면 하나부터 열까지 그냥 말도 안되고 어이가 없음 감독님 이런 졸작은 걍 만들지 마세요ㅋㅋㅠㅠ 출연진 라인업만 아깝게 됐네 김무열 배우는 이거 때문에 벌크업까지 야무지게 하셨던데,2
브랜든 프레이저 아카데미 남우주연상 가즈아~!!!!,10
한시도 긴장감을 늦출 수 없었다. 왜 이런 영화를 이제서야 봤을까. 스토리 전개도 매끄러워 흠 잡을데 없고 배우들의 진한 연기가 더해져 입체적인 영화가 만들어졌다. 요즘 나오는 개떡같은 영화들보다 몇 백 배 훌륭하다.,9
"초등학생5학년 딸이랑 같이 보고왔습니다.사전정보를 안보고 갔었는데,보고나서 검색을해보니8점대는 아닌거 같은데,좀 낮은 점수를 받은거 같네요.일본사람들이 지진에대한 걱정들이어는정도인지 느낄수있었고,일본 특유의 영상미와노래등 딸래미와 저 모두완전 만족하면서 보고왔습니다.",10
살인자들 니들은 천벌 받을거야 어떻게든 돌려받기를 바란다,2
먼 짱개것을  사 들여와서  ...돈 아깝다 쯪,1
두다다쿵 티비에서만 봤는데 둘째가 좋아하는 프로그램이 영화로 상영한다고 해서 극장으로 달려갔어요ㅋ진짜 감동적이고 큰아이는 눈물까지 흘리는ㅜ어른과 아이 모두가 가족애를 느낄수있는 영화였답니다 기회가 된다면 또 2탄3탄 보고싶네요 추천추천!!!,10
개연성은 어디다두고...,2
진짜 개인적으론 엄청 좋게 본 영화인데 시기가 안 좋아서 그런지ㅠㅠ 조회수는 엄청 높지는 않군요,10
씹뜨억하면 화낸다는게 사실인가요?,1
대재난에 보내는 추모이자 희망,10
"케이트 블란쳇의 연기는 이제 이 세상의 경지가 아닌 듯 합니다. 영화 자체는... 엔딩 크레딧으로 오프닝을 대체한건가 싶은 데, 시작부터 끝까지 좀 갸우뚱 하는 지점이 많았어요",8
신고,7
통제 받지 말아야 할 것에 대한 항거.,8
배우들의 탄탄한 연기력에 볼만 해요. 찝찝한 마무리로 기분이 영...권선징악이 이루어지지 않아 그런가 봅니다,8
이렇게도 표현할 수 있구나 생각하게 되는 영화,10
관심없는 연예인의 브이로그,1
Volgar 역사를 잘 반영된 영화라고 할 수 있으며 앞으로 이런일이 없으면 합니다.,10
영상미 미쳤어요. 초반에 지루함 살짝있지만 중간넘어가면서부턴 전율이~ 후반부엔 폭풍 감동과 내상처가 치유되는 느낌이ㅠㅠ 오랜만에 시간가는줄모르고 봤습니다! 기다린보람있어요!,10
보다 졸았어요 재미없음,4
"콘서트의 열기가 그대로 전해지고 감동 그자체인 영화입니다. 너무너무 재미있고 신나고 감동적이고..보고보고 또보고싶네요, 최고의영화!!!",10
선택의 기회가 다시와도 결국 지금의 내 모습을 선택하게 된다,10
개연성이 부족하다고 느꼈고 설명이 필요한 내용들이 많았음..각자의 사연도 이해가 안 감 영상 하나는 청량하고 예쁜듯,6
콘서트를 봤는데도 스크린으로 보니 또 다른  감동을 느낄 수 있어 좋았다 임영웅 역시 최고의 가수란걸 다시 느낄수 있었다,10
개연성만 조금 있었다라면 조금 늘어지는 부분이 없었더라면..,10
난  이  영화 재미를 별로 모르겠던데..,1
저 교회 저것들 잊고 있었는데 영화보고 다시 생각났네요. 진짜 사라져야할 민폐들입니다,6
도저히 이 정서에 적응할 수 없다...,4
저작권 도둑질 제작사 살인마 망해라 칵 퉷,1
중국국뽕을 자기네끼리 주고 받는 초딩수준영화~,2
진짜 짜집기에 엔딩 노래만듣고 나와요...다봣던것 다시넣고 노래만 듣다나옴 절대 보지마세요 집에서 보는게 더나음 엔딩 자막이랑 노래만 듣고 나옵니다애니메이션으로 봤으면 극장판 안보는걸 추천합니다 절대 보지마세요 돈낭비입니다,2
